product_id,name,description,dept_id,category,brand,price,cost,stock,reorder_level,supplier_id,weight_kg,dimensions,is_active,date_added,warehouse_id
SPRT-001790,The North Face More Fitness Equipment,None throw work art. Husband market political appear trial customer. Relationship strategy often improve.,1006,Fitness Equipment,The North Face,292.61,158.01,435,124,SUP078,5.62,80x47x77cm,True,2023-11-20,WH08
SPRT-001791,Columbia Produce Water Sport,Positive all role. State include experience hospital. One its expect.,1006,Water Sports,Columbia,64.37,37.36,274,78,SUP061,8.97,121x187x116cm,True,2024-10-16,WH07
SPRT-001792,Wilson Our Camping,Another blood hot. Their final wall very eat area listen million.,1006,Camping,Wilson,266.92,122.08,166,23,SUP088,31.17,127x43x155cm,True,2023-04-01,WH07
SPRT-001793,Wilson Instead Outdoor Recreation,Road television practice choose state treat fire. Future push number value.,1006,Outdoor Recreation,Wilson,273.12,179.01,124,34,SUP174,41.76,147x13x196cm,True,2023-10-25,WH05
SPRT-001794,Nike Wonder Footwear,Material when citizen in. Health similar hundred though animal language.,1006,Footwear,Nike,55.1,36.32,35,7,SUP185,,,True,2024-04-28,WH07
SPRT-001795,Patagonia Respond Camping,Ten sport behavior protect. A chair almost against especially. Without yes traditional either.,1006,Camping,Patagonia,153.81,102.08,217,38,SUP200,41.68,,True,2023-05-16,WH03
SPRT-001796,Columbia Parent Fitness Equipment,Full truth purpose trip article floor. Expect thousand public enjoy bank.,1006,Fitness Equipment,Columbia,187.89,118.02,377,109,SUP162,45.63,38x120x62cm,True,2023-09-04,WH02
SPRT-001797,Wilson Close Water Sport,Red theory court stuff tough near. Gas outside too management first use cost. Rich pull think clear smile.,1006,Water Sports,Wilson,71.04,29.82,261,76,SUP085,48.49,,False,2024-01-12,WH02
SPRT-001798,The North Face Still Footwear,Anyone television human walk rock. Travel early whom.,1006,Footwear,The North Face,190.91,132.43,322,66,SUP189,,42x41x148cm,True,2022-11-04,WH04
SPRT-001799,Patagonia Miss Water Sport,Far simple dinner simply window. Reduce generation lead investment try material poor executive. Far task line.,1006,Water Sports,Patagonia,211.63,115.21,254,65,SUP022,12.53,44x43x111cm,True,2023-10-22,WH03
SPRT-001800,The North Face Everybody Camping,Trial lose skin smile south. Product fast none act late. Against others kind factor.,1006,Camping,The North Face,238.22,96.05,378,53,SUP155,28.78,163x15x111cm,True,2025-05-24,WH08
SPRT-001801,Positive Athletic Clothing,Often easy here employee. Campaign call green give. Like simple whose term conference middle author garden.,1006,Athletic Clothing,Adidas,200.58,107.41,260,38,SUP189,15.97,14x183x73cm,True,2023-07-14,WH04
SPRT-001802,Coleman Organization Fitness Equipment,Become short stop sea direction question go. Go bring challenge side expert try. Argue than reality method after.,1006,Fitness Equipment,Coleman,187.63,117.26,386,72,SUP094,13.46,160x51x79cm,True,2025-01-01,WH07
SPRT-001803,Nike Direction Footwear,Opportunity particular factor follow last. Tax people score decide real.,1006,Footwear,Nike,259.03,155.82,452,61,SUP177,25.72,57x86x117cm,True,2024-12-09,WH02
SPRT-001804,Columbia Clearly Team Sport,Available beyond author hour. Behind process bad eight. Window measure design less will appear around.,1006,Team Sports,Columbia,154.79,73.46,469,125,SUP054,,109x80x26cm,True,2025-01-03,WH03
SPRT-001805,Life Outdoor Recreation,He population after I candidate protect control identify.,1006,Outdoor Recreation,Wilson,26.06,13.35,375,98,SUP041,,,False,2025-03-28,WH02
SPRT-001806,Nike Sell Athletic Clothing,Into laugh about shoulder. Moment effort make loss perform social summer drop.,1006,Athletic Clothing,Nike,250.02,161.43,259,62,SUP094,16.28,14x151x69cm,True,2024-04-03,WH01
SPRT-001807,Under Armour Nation Outdoor Recreation,Professional clear wife course open itself strong. Not board mind gun environment term. Nation different medical gun win three child close.,1006,Outdoor Recreation,Under Armour,201.34,98.61,184,32,SUP019,,96x96x23cm,True,2024-11-13,WH04
SPRT-001808,Situation Footwear,Beyond sort goal. Owner officer coach up land song. Whatever guess former difference which audience positive. Wait direction society defense federal manager to.,1006,Footwear,Nike,235.79,100.76,137,36,SUP188,17.33,,True,2025-01-30,WH04
SPRT-001809,The North Face Practice Camping,Teacher here piece central. Soon skill commercial. Interest production side ground staff miss trip.,1006,Camping,The North Face,91.1,38.31,375,103,SUP029,24.91,92x128x32cm,True,2025-01-17,WH07
SPRT-001810,Columbia Majority Athletic Clothing,Go PM walk. Mention prepare themselves size cover.,1006,Athletic Clothing,Columbia,164.18,113.97,219,32,SUP111,,20x172x172cm,True,2024-04-14,WH06
SPRT-001811,Coleman Able Camping,Thought strong him our color. Life offer stock cold that western expert. Simple condition treat put little create.,1006,Camping,Coleman,56.8,22.73,233,67,SUP081,,,True,2022-09-03,WH07
SPRT-001812,Patagonia Upon Footwear,Property service deal man. Know land cover. Financial prepare economy participant.,1006,Footwear,Patagonia,137.61,91.26,166,22,SUP056,21.18,130x11x191cm,True,2024-11-13,WH01
SPRT-001813,Nike Successful Fitness Equipment,Relationship heart establish why offer win several his. Protect need according offer usually.,1006,Fitness Equipment,Nike,99.67,61.78,444,48,SUP056,24.33,129x143x26cm,True,2024-12-05,WH04
SPRT-001814,Speak Fitness Equipment,Wait avoid great table direction player month. Positive arrive purpose. Choose become traditional so visit bed most.,1006,Fitness Equipment,The North Face,270.83,139.68,134,28,SUP030,25.46,188x91x23cm,True,2023-10-20,WH06
SPRT-001815,After Athletic Clothing,Often event stock health involve treatment. Impact I learn heavy act begin four respond. Evening ability ball would hot.,1006,Athletic Clothing,Nike,195.76,100.73,214,53,SUP138,19.07,,False,2023-07-23,WH08
SPRT-001816,Wilson Long Team Sport,Left information politics show up. Second think rise onto live wind. Share front item foot.,1006,Team Sports,Wilson,20.5,11.61,354,82,SUP075,31.65,91x108x73cm,False,2022-07-04,WH04
SPRT-001817,Soldier Camping,During partner father their set. Bring reflect PM tell.,1006,Camping,Nike,82.14,47.73,497,137,SUP195,31.48,27x165x66cm,True,2024-12-15,WH05
SPRT-001818,Callaway Third Footwear,Detail study leg student so focus. Close others week remember audience. Chance dark various sort help goal.,1006,Footwear,Callaway,149.21,77.03,144,30,SUP112,25.8,96x18x144cm,True,2022-08-11,WH08
SPRT-001819,Adidas Brother Fitness Equipment,Huge however approach item thank around.,1006,Fitness Equipment,Adidas,915.76,584.88,430,77,SUP078,,129x13x161cm,True,2024-03-03,WH04
SPRT-001820,Under Armour Exist Footwear,Least style policy race. Participant push billion offer expect kitchen.,1006,Footwear,Under Armour,29.06,18.9,187,34,SUP195,12.09,123x124x62cm,False,2024-02-23,WH04
SPRT-001821,Coleman Pretty Fitness Equipment,Near even inside. Television change television memory. Message seem must.,1006,Fitness Equipment,Coleman,176.02,111.74,439,80,SUP096,,40x4x27cm,True,2023-05-17,WH01
SPRT-001822,Manager Team Sport,Much trade check sing lay perform worry. Mrs issue computer worry turn cost. Activity single along require ask.,1006,Team Sports,Patagonia,101.22,60.47,185,29,SUP009,37.24,,True,2023-06-01,WH04
SPRT-001823,Wilson Method Footwear,Write administration speech create seven wait his teach. Assume foreign land rule. Everybody movie trade consumer.,1006,Footwear,Wilson,148.31,80.61,168,29,SUP101,,,True,2023-04-28,WH05
SPRT-001824,Callaway There Team Sport,Visit politics strategy specific budget. Last information for nothing prove. Professional site produce health.,1006,Team Sports,Callaway,1468.51,715.63,170,22,SUP079,11.38,,True,2024-02-25,WH05
SPRT-001825,Purpose Fitness Equipment,Work beat development think stop artist blood. Remember high oil age.,1006,Fitness Equipment,Wilson,178.59,88.26,148,27,SUP100,,178x50x92cm,True,2023-04-09,WH07
TOYS-001826,Melissa & Doug Less Educational Toy,Fight safe example. Art girl south assume better. Pattern traditional manager north behavior. With performance rate its success others again may.,1007,Educational Toys,Melissa & Doug,78.91,32.88,94,11,SUP010,,74x10x96cm,True,2025-06-03,WH08
TOYS-001827,Mattel Resource Building Set,Step mission throughout strategy final ball.,1007,Building Sets,Mattel,12.49,7.11,32,8,SUP027,42.56,,True,2025-02-17,WH01
TOYS-001828,Mattel Last Puzzle,Bill service range structure. Clear ability thousand light news. Garden million without.,1007,Puzzles,Mattel,45.98,29.44,445,60,SUP149,,76x198x71cm,True,2024-02-08,WH01
TOYS-001829,Fisher-Price Far Video Game,Perhaps look Republican operation reduce.,1007,Video Games,Fisher-Price,36.01,21.01,434,91,SUP073,7.85,,True,2024-07-19,WH05
TOYS-001830,Nintendo Control Educational Toy,Almost arrive base. Second mind including language.,1007,Educational Toys,Nintendo,84.46,35.57,454,87,SUP119,,58x19x29cm,True,2024-03-18,WH01
TOYS-001831,Playmobil Politics Educational Toy,Significant rather particularly plant. Information population beyond establish whole get media. Congress guy out also act.,1007,Educational Toys,Playmobil,64.97,43.92,413,51,SUP196,,2x99x22cm,False,2025-01-09,WH08
TOYS-001832,Take Board Game,Defense usually strong work kitchen. Recently list mother officer sure close media. Pay sea scientist enough really.,1007,Board Games,Mattel,82.39,48.17,385,62,SUP097,33.86,,True,2023-03-18,WH08
TOYS-001833,Fisher-Price Store Video Game,Drop plant bring finish. Local own single public have wind.,1007,Video Games,Fisher-Price,97.04,41.1,57,7,SUP018,5.63,144x163x27cm,True,2023-01-27,WH06
TOYS-001834,Fisher-Price Offer Board Game,South eat town daughter gun mean. Particular drug leg today staff. Race response chair doctor.,1007,Board Games,Fisher-Price,65.44,37.7,11,1,SUP116,,1x147x191cm,True,2024-07-15,WH01
TOYS-001835,Nerf Big Video Game,Glass score social though for join necessary. Culture development affect inside else real side.,1007,Video Games,Nerf,67.76,37.81,45,4,SUP027,,196x100x70cm,True,2024-08-08,WH03
TOYS-001836,Nerf Another Educational Toy,Color throughout among teach must mind cost. Miss security office test see age.,1007,Educational Toys,Nerf,97.79,62.31,242,59,SUP007,,116x68x67cm,True,2023-09-22,WH08
TOYS-001837,Fisher-Price Soldier Action Figure,Policy than weight rich herself model happen Mrs. Individual sense view professor.,1007,Action Figures,Fisher-Price,15.12,9.44,324,51,SUP048,20.29,2x99x5cm,True,2025-05-11,WH07
TOYS-001838,Melissa & Doug Magazine Building Set,As have sure. Section write Democrat feeling believe toward experience. Live front here recently meeting put.,1007,Building Sets,Melissa & Doug,11.21,4.64,260,74,SUP102,,10x21x7cm,True,2023-01-28,WH07
TOYS-001839,Nintendo Method Puzzle,Would would onto line modern. Easy contain various nearly you something.,1007,Puzzles,Nintendo,13.99,7.26,208,59,SUP006,,134x103x119cm,True,2024-07-22,WH07
TOYS-001840,Nintendo Real Outdoor Play,Hospital still laugh security suddenly service main service. Southern forward citizen foreign himself.,1007,Outdoor Play,Nintendo,49.39,23.41,423,51,SUP014,22.85,193x19x114cm,True,2025-04-05,WH04
TOYS-001841,Melissa & Doug Claim Building Set,Who prevent size sign story put son.,1007,Building Sets,Melissa & Doug,34.44,15.86,488,52,SUP136,,19x114x28cm,True,2022-11-02,WH07
TOYS-001842,Lego Others Action Figure,Decide arm avoid question. And rock now something dark out. Avoid week price more million charge.,1007,Action Figures,Lego,7.24,3.48,160,18,SUP092,29.64,59x60x60cm,True,2022-11-12,WH05
TOYS-001843,Melissa & Doug I Video Game,Might room address really machine health manager sometimes. Early prepare plant growth.,1007,Video Games,Melissa & Doug,20.37,8.81,407,96,SUP055,18.07,194x15x80cm,True,2024-03-27,WH03
TOYS-001844,Rather Video Game,Firm alone ok party. Cell five natural national. Push statement quality wall threat service million himself.,1007,Video Games,Playmobil,25.37,11.0,388,86,SUP166,11.84,56x146x78cm,True,2022-07-15,WH03
TOYS-001845,Authority Outdoor Play,Leave executive season. Region agent sister including ahead.,1007,Outdoor Play,Nerf,19.46,12.41,425,90,SUP090,18.87,170x63x160cm,True,2024-05-23,WH08
TOYS-001846,Nerf Open Video Game,End show decide strategy care. Subject community teach research. Year table defense next well simply authority.,1007,Video Games,Nerf,29.77,20.17,133,20,SUP052,44.74,156x100x113cm,True,2024-03-15,WH07
TOYS-001847,Melissa & Doug Return Action Figure,Song do throughout recognize. Side work now. Forget side mention skin computer new news.,1007,Action Figures,Melissa & Doug,65.9,30.89,173,33,SUP033,,100x35x87cm,False,2025-04-28,WH04
TOYS-001848,Nintendo Attorney Puzzle,Evidence coach before west three bit city. Ground reality finally account arm rather. Card majority box skill.,1007,Puzzles,Nintendo,43.06,24.14,315,59,SUP027,33.16,84x93x125cm,False,2022-06-29,WH04
TOYS-001849,Nintendo Cost Doll,Management fire name begin. Mouth particularly coach increase.,1007,Dolls,Nintendo,50.17,21.56,286,84,SUP102,29.2,,True,2022-07-07,WH01
TOYS-001850,Lego Every Puzzle,General tend cold how network note. Offer different various.,1007,Puzzles,Lego,21.5,8.65,351,40,SUP029,37.52,,True,2022-07-01,WH02
TOYS-001851,Way Video Game,Own stuff serious ask however PM choose. Present avoid production western computer sure present.,1007,Video Games,Mattel,48.67,30.97,404,100,SUP161,7.05,,True,2024-02-14,WH01
TOYS-001852,Fisher-Price Throw Educational Toy,Find avoid trouble everyone pattern bank relate staff. Very manager thus.,1007,Educational Toys,Fisher-Price,33.78,21.95,329,36,SUP175,44.49,144x104x123cm,True,2022-11-29,WH04
TOYS-001853,Lego Project Board Game,Any require what according save to. Director whether gun born I could.,1007,Board Games,Lego,29.93,18.04,493,145,SUP161,,93x82x186cm,True,2022-11-02,WH03
TOYS-001854,Author Educational Toy,Successful office help build each.,1007,Educational Toys,Mattel,55.38,24.47,220,31,SUP021,49.2,32x124x99cm,True,2025-01-28,WH04
TOYS-001855,Hasbro Him Action Figure,Beyond determine by option kitchen area. Strong still change wish local behavior successful full.,1007,Action Figures,Hasbro,29.87,17.57,321,47,SUP130,,157x152x17cm,True,2024-05-03,WH08
TOYS-001856,Nintendo Kind Video Game,Draw nor develop himself produce military. Lose customer painting onto them affect. Agree need bill.,1007,Video Games,Nintendo,28.16,16.14,44,10,SUP188,,,True,2022-11-13,WH03
TOYS-001857,Huge Video Game,Analysis require issue drop building hospital. Whole sit different. Shoulder tough have success memory.,1007,Video Games,Nerf,21.61,10.2,308,46,SUP160,42.3,,True,2024-06-20,WH03
TOYS-001858,Nintendo Serious Video Game,Team explain claim best black population. Again degree able heart girl outside natural page.,1007,Video Games,Nintendo,69.96,48.16,420,119,SUP162,35.2,130x29x30cm,True,2023-08-29,WH04
TOYS-001859,Lego Admit Doll,Surface she allow why. Try sea understand hope. List great again husband those positive product. Physical exist cultural page issue interesting they.,1007,Dolls,Lego,7.31,2.98,297,59,SUP022,15.93,173x169x178cm,True,2025-01-19,WH07
TOYS-001860,Nerf Open Educational Toy,Act thousand either wide. Without ball air dinner situation fund expect. Sell because factor central white team.,1007,Educational Toys,Nerf,93.26,63.11,305,36,SUP039,,100x61x120cm,True,2023-11-07,WH07
TOYS-001861,Playmobil Rich Educational Toy,Visit front ask fast oil great. Which anyone physical today woman rest glass. Cultural fire treat effect specific reach order. Include behavior west particular not.,1007,Educational Toys,Playmobil,7.14,3.55,162,18,SUP002,,169x159x151cm,True,2025-04-06,WH08
TOYS-001862,Every Building Set,Population bring report professor. Among structure industry keep both arrive. Actually community college follow trouble produce.,1007,Building Sets,Fisher-Price,97.17,44.57,435,74,SUP126,15.86,145x165x38cm,True,2022-09-06,WH08
TOYS-001863,Mattel Environmental Outdoor Play,Instead yes national traditional get unit man. Quickly benefit easy within pass.,1007,Outdoor Play,Mattel,50.55,26.16,482,92,SUP056,21.34,101x168x119cm,True,2023-06-30,WH02
TOYS-001864,Hasbro Often Board Game,Clearly box could daughter sense particularly image. Tough ago true shake weight clear one prepare.,1007,Board Games,Hasbro,57.78,25.89,116,12,SUP004,18.14,9x191x131cm,True,2025-05-15,WH03
TOYS-001865,Hasbro Leader Outdoor Play,Speech sit wall expect. Result student yourself heavy less.,1007,Outdoor Play,Hasbro,26.2,17.27,419,51,SUP121,26.13,,True,2024-11-21,WH08
TOYS-001866,Idea Doll,Together never TV around quite possible. Easy worker who oil choice.,1007,Dolls,Playmobil,77.44,39.08,104,10,SUP035,,6x141x76cm,True,2023-11-06,WH08
TOYS-001867,Mattel Administration Outdoor Play,This method build certain general friend strategy economy. Put check raise cell early voice pull. Seven front north Mr who technology none. Along give morning day painting yourself amount.,1007,Outdoor Play,Mattel,73.06,44.53,400,111,SUP162,3.4,188x84x91cm,True,2025-01-09,WH01
TOYS-001868,Day Action Figure,Major threat safe must speech dinner.,1007,Action Figures,Melissa & Doug,8.07,3.96,285,72,SUP182,,45x54x177cm,False,2025-02-22,WH04
TOYS-001869,Figure Video Game,Scene PM less I.,1007,Video Games,Lego,17.79,7.32,391,90,SUP060,,172x70x175cm,True,2022-11-13,WH05
TOYS-001870,Nerf Risk Doll,Ten but admit actually majority big leader own. Fall treat fill view everyone sure opportunity.,1007,Dolls,Nerf,24.45,12.97,303,38,SUP144,,107x182x102cm,True,2025-05-29,WH07
TOYS-001871,But Video Game,Member sometimes likely need figure. Sign understand fish song.,1007,Video Games,Playmobil,49.77,20.05,115,31,SUP066,45.5,,False,2023-09-06,WH02
TOYS-001872,Playmobil Language Video Game,Outside left clear help say dinner. Despite white way major amount put play. Number write for if. Raise wish under enter rate final.,1007,Video Games,Playmobil,335.23,163.27,386,64,SUP008,,25x126x105cm,True,2022-07-04,WH07
TOYS-001873,Lego List Educational Toy,Prepare discover we sister know specific natural. Almost government return beautiful billion society. Quite control down see.,1007,Educational Toys,Lego,33.09,13.3,428,44,SUP157,20.46,181x107x26cm,True,2023-10-07,WH04
TOYS-001874,Shoulder Board Game,Economic and design away yet cover avoid. Teacher loss budget join no increase.,1007,Board Games,Melissa & Doug,72.29,44.06,366,48,SUP170,27.68,,True,2022-08-21,WH04
TOYS-001875,Nerf Sit Building Set,High to agent day leave loss social. Run find exactly who use.,1007,Building Sets,Nerf,27.33,17.0,498,119,SUP183,49.75,,True,2024-10-27,WH04
TOYS-001876,Key Puzzle,Total wrong ask best how move or. I list risk add test mission.,1007,Puzzles,Lego,13.26,8.39,428,70,SUP130,41.76,181x140x142cm,True,2024-04-03,WH07
TOYS-001877,Fisher-Price Dog Action Figure,Animal fear property listen save. Identify top act morning. Three society enough.,1007,Action Figures,Fisher-Price,47.29,19.18,131,13,SUP092,26.73,2x181x195cm,True,2022-08-25,WH02
TOYS-001878,Return Video Game,Seem provide example. Southern continue money color assume day. Almost vote nation design space strong. Energy crime behavior be.,1007,Video Games,Mattel,85.71,57.45,101,22,SUP057,35.16,197x76x170cm,True,2023-10-18,WH03
TOYS-001879,Cell Action Figure,Scene minute yet figure according director simply politics. Everyone born ball experience include.,1007,Action Figures,Melissa & Doug,38.5,19.11,263,57,SUP023,,,True,2024-03-08,WH04
TOYS-001880,Share Action Figure,Night wind never believe there. Power thousand claim maintain receive next next. Generation debate often half mean eat.,1007,Action Figures,Nintendo,49.43,26.33,138,22,SUP175,,1x141x146cm,True,2025-03-29,WH06
TOYS-001881,Behavior Building Set,Main impact prepare each financial trial. Service lawyer actually memory finally yes line.,1007,Building Sets,Lego,15.36,10.42,95,12,SUP199,,134x153x199cm,True,2023-09-07,WH01
TOYS-001882,Nintendo Rock Doll,Meeting about reason easy because lose avoid. Member during participant determine possible forget plant.,1007,Dolls,Nintendo,69.67,41.91,335,72,SUP133,36.1,,True,2023-02-10,WH08
TOYS-001883,Something Outdoor Play,Throughout whole society skin position might event. Give order each similar operation rock drug.,1007,Outdoor Play,Playmobil,75.34,46.65,302,66,SUP164,44.2,33x120x27cm,True,2025-05-05,WH06
TOYS-001884,Contain Video Game,Cold feel memory between quickly future.,1007,Video Games,Lego,86.35,48.03,258,64,SUP133,44.14,,True,2024-11-03,WH07
TOYS-001885,Remember Board Game,Year stage home need ask. Evidence make yet everybody worker support no.,1007,Board Games,Nintendo,97.07,59.12,36,8,SUP146,,,True,2025-06-05,WH05
TOYS-001886,Nintendo Especially Outdoor Play,Black worker tell also no serious. Expect land mean idea.,1007,Outdoor Play,Nintendo,69.98,33.3,419,67,SUP029,2.26,44x191x110cm,True,2023-01-31,WH06
TOYS-001887,Fisher-Price List Outdoor Play,International audience unit sort candidate later why. Region wind could. Political relationship imagine notice old interview.,1007,Outdoor Play,Fisher-Price,47.93,27.34,362,64,SUP188,,167x132x54cm,True,2024-10-04,WH06
TOYS-001888,Film Action Figure,Order economy despite thought identify remain. Little strong he sit town.,1007,Action Figures,Nerf,71.88,38.01,269,72,SUP116,11.23,85x107x171cm,True,2023-12-18,WH02
TOYS-001889,Nerf Health Video Game,Loss loss many modern none read. Who measure including movie race.,1007,Video Games,Nerf,99.62,49.01,29,5,SUP178,,167x172x26cm,True,2024-11-08,WH08
TOYS-001890,Playmobil Which Building Set,Factor must not coach serve though. Also candidate environment above goal suggest.,1007,Building Sets,Playmobil,92.51,42.37,346,36,SUP161,,56x100x150cm,True,2023-12-07,WH04
TOYS-001891,Melissa & Doug Assume Doll,Worry speech community four. New tree tree service rich while just in.,1007,Dolls,Melissa & Doug,27.45,15.77,319,53,SUP142,38.31,58x23x196cm,True,2024-09-25,WH03
TOYS-001892,Melissa & Doug Perform Video Game,Development society year. Fight make bed.,1007,Video Games,Melissa & Doug,48.57,29.2,179,46,SUP073,7.88,14x49x36cm,True,2022-11-29,WH04
TOYS-001893,Nerf Popular Outdoor Play,Mention heart five. Address including table pass. Leg wonder term summer second deal so question.,1007,Outdoor Play,Nerf,32.74,16.33,27,5,SUP182,18.47,11x39x10cm,False,2023-02-23,WH02
TOYS-001894,Nintendo Prevent Building Set,Coach likely happen. Consider top at wait health.,1007,Building Sets,Nintendo,44.72,30.46,415,71,SUP071,39.98,,True,2023-07-15,WH04
TOYS-001895,Hasbro Front Board Game,Miss defense chance author action. Prove senior six hour the front fire. Model personal what exist anything.,1007,Board Games,Hasbro,74.58,48.69,176,18,SUP189,45.32,,True,2023-08-28,WH04
TOYS-001896,Melissa & Doug Start Action Figure,Up stock impact wind purpose at.,1007,Action Figures,Melissa & Doug,31.91,16.14,353,35,SUP066,16.26,149x86x14cm,True,2023-06-21,WH07
TOYS-001897,Melissa & Doug Base Doll,Image source clearly factor hear over. Before be defense service to stage term window. Leader suggest gun hotel admit news.,1007,Dolls,Melissa & Doug,52.47,29.47,420,98,SUP056,,,True,2023-04-01,WH04
TOYS-001898,Nintendo Couple Action Figure,Head dog modern. Spend financial relate weight. Hundred rise national sit visit spend boy letter.,1007,Action Figures,Nintendo,187.02,116.43,135,24,SUP097,49.15,109x145x5cm,True,2023-05-27,WH03
TOYS-001899,Lego Only Educational Toy,Blue police cover wonder visit.,1007,Educational Toys,Lego,40.58,16.52,63,12,SUP156,,119x7x185cm,True,2024-01-08,WH06
TOYS-001900,Hasbro Ever Board Game,Catch sea building nor. Term partner tend citizen score. Decade against position fact democratic vote rather be.,1007,Board Games,Hasbro,24.68,11.74,323,34,SUP112,44.71,98x47x187cm,True,2023-01-13,WH04
TOYS-001901,Fisher-Price To Doll,Story parent others turn little garden. Sit system news capital economic high. Wait give tell window kind.,1007,Dolls,Fisher-Price,65.34,40.65,90,19,SUP097,30.51,,True,2022-08-30,WH04
TOYS-001902,Nerf Responsibility Action Figure,Who apply between human. Low here main guess oil really cut. Rest car that him.,1007,Action Figures,Nerf,21.47,14.17,469,99,SUP038,32.65,72x47x117cm,True,2023-02-05,WH06
TOYS-001903,Melissa & Doug Base Outdoor Play,Likely foreign later word speak air. Figure enough agency clear relate third everyone fear. Understand more help onto idea everything building. Hit especially national interview media wrong.,1007,Outdoor Play,Melissa & Doug,56.44,35.94,466,97,SUP038,,,True,2023-08-13,WH01
TOYS-001904,Hasbro Try Board Game,She million discussion tree would father much.,1007,Board Games,Hasbro,59.81,29.15,222,53,SUP094,16.27,70x126x105cm,False,2023-02-28,WH07
TOYS-001905,Pattern Action Figure,Experience apply example fact letter control apply case.,1007,Action Figures,Playmobil,95.33,58.0,141,39,SUP088,,116x141x120cm,True,2023-05-05,WH08
TOYS-001906,Nintendo Gun Building Set,Night as own education still clear little. Lead woman the early.,1007,Building Sets,Nintendo,5.34,3.11,223,36,SUP120,43.39,23x37x158cm,True,2022-10-24,WH08
TOYS-001907,Nintendo Entire Educational Toy,Dream national word. Direction including wear. Ready put affect present head manager learn three.,1007,Educational Toys,Nintendo,54.63,24.09,417,124,SUP103,3.65,97x66x31cm,True,2023-11-07,WH01
TOYS-001908,All Puzzle,Office public democratic sort physical. Hour we study us yourself long.,1007,Puzzles,Fisher-Price,12.08,6.37,181,32,SUP184,25.81,20x177x165cm,True,2024-10-03,WH05
TOYS-001909,Melissa & Doug Spring Building Set,Begin word sing attack idea. Image keep she month attorney top. She hot social budget action.,1007,Building Sets,Melissa & Doug,18.71,8.56,73,20,SUP195,13.2,93x61x96cm,True,2023-01-13,WH05
TOYS-001910,Size Board Game,Field standard middle field. Education however speak everybody main air fine hour. White sort stage whole power.,1007,Board Games,Playmobil,13.05,9.05,294,69,SUP143,,180x31x121cm,False,2023-04-21,WH07
TOYS-001911,Mattel Cause Building Set,Herself answer must all baby computer most. To truth clear across age.,1007,Building Sets,Mattel,8.74,3.77,495,54,SUP074,,,True,2024-06-18,WH06
TOYS-001912,Playmobil Commercial Building Set,Early history ago plan human international.,1007,Building Sets,Playmobil,19.41,10.16,352,38,SUP018,,147x1x14cm,True,2023-09-12,WH01
TOYS-001913,Nerf Among Board Game,Over theory could size.,1007,Board Games,Nerf,39.4,15.9,34,4,SUP171,,176x196x161cm,True,2023-05-23,WH03
TOYS-001914,Mattel Sure Action Figure,Wear throughout but. Pm force ready receive certainly institution.,1007,Action Figures,Mattel,69.09,45.99,196,55,SUP155,32.46,168x170x86cm,True,2023-09-11,WH07
TOYS-001915,Through Puzzle,Lose sport rock success. Source difficult stock job success.,1007,Puzzles,Nerf,29.17,14.7,206,47,SUP175,37.13,43x15x73cm,True,2023-05-17,WH05
TOYS-001916,Clear Board Game,Necessary either fly hour.,1007,Board Games,Melissa & Doug,25.06,17.1,412,97,SUP094,,49x62x118cm,True,2023-07-30,WH04
TOYS-001917,Join Building Set,Subject trial side apply increase assume degree. Film player visit yard thousand property point.,1007,Building Sets,Playmobil,42.57,27.03,321,60,SUP137,,97x197x2cm,True,2023-07-19,WH06
TOYS-001918,Challenge Puzzle,Play into red today example. Camera probably article set.,1007,Puzzles,Nerf,81.79,47.41,33,8,SUP134,,133x131x21cm,True,2024-01-25,WH01
TOYS-001919,Sing Action Figure,Push itself few appear their want send. Common worry together boy feel decision free deep. Stay garden resource stand by.,1007,Action Figures,Fisher-Price,80.71,36.42,386,42,SUP092,13.35,,True,2025-05-26,WH07
TOYS-001920,Hasbro Relate Doll,Market wrong be. Site yourself exist represent somebody. Each share simple leg.,1007,Dolls,Hasbro,77.66,53.76,387,84,SUP025,4.62,180x133x96cm,True,2023-04-06,WH02
TOYS-001921,Playmobil Behavior Outdoor Play,Adult recognize movie why prove appear. Public firm especially Republican back arrive. Age physical issue believe water reveal side lawyer.,1007,Outdoor Play,Playmobil,90.22,54.18,382,62,SUP057,3.91,148x106x31cm,True,2024-05-11,WH04
TOYS-001922,Clearly Action Figure,So discussion firm evening finally. Site even street campaign administration fly pull article. Sister rule decision offer.,1007,Action Figures,Nerf,23.86,16.25,282,28,SUP195,,,True,2025-03-30,WH07
TOYS-001923,Hasbro Anyone Outdoor Play,Market address system range ok support dream. Plant shake decide control performance. Central throw race shoulder happy get.,1007,Outdoor Play,Hasbro,96.94,65.89,14,2,SUP085,,148x133x124cm,True,2025-03-24,WH02
TOYS-001924,Idea Educational Toy,Feeling marriage his generation under national detail. Organization own significant debate ahead.,1007,Educational Toys,Mattel,81.41,49.25,321,78,SUP072,19.39,,True,2024-06-27,WH08
TOYS-001925,Base Board Game,Meet seven natural most cost thing vote. Quickly not lot. Drug knowledge cup radio author owner it.,1007,Board Games,Nerf,92.29,64.23,460,62,SUP068,22.95,138x13x70cm,True,2023-07-12,WH03
